task_id,task_type,machine_model,machine_age_years,operator_id,operator_skill,site_zone,target_volume_tons,weather,ambient_temp_c,ground_saturation_pct,visibility_level,slope_deg,truck_arrival_interval_min,queue_length,cycle_time_sec,payload_tons,engine_load_pct,idle_minutes,task_duration_minutes,fuel_litres,shift_status,data_origin
T-SYN-0058,EXCAVATION,CAT-349D,6.8,OP1010,EXPERT,STOCKPILE_2,592.0,CLEAR,23.0,6.6,EXCELLENT,0.9,4.7,2,24.8,26.2,71.3,2.5,10.2,4.7,IN_PROGRESS,SYNTHETIC
T-SYN-0032,LOADING,CAT-349D,6.0,OP1004,EXPERT,RAMP_3_SOUTH,1437.0,OVERCAST,20.2,18.0,GOOD,1.9,4.0,0,23.8,26.7,85.2,3.7,20.6,11.7,COMPLETED,SYNTHETIC
T-SYN-0079,GRADING,CAT-D8T,4.4,OP1011,MASTER,ZONE_4_NORTH,703.0,OVERCAST,18.6,19.5,GOOD,3.5,21.8,4,28.7,18.6,71.7,33.9,51.2,14.1,IN_PROGRESS,SYNTHETIC
T-SYN-0165,GRADING,CAT-D8T,6.2,OP1007,INTERMEDIATE,RAMP_3_SOUTH,632.0,CLEAR,30.6,12.3,EXCELLENT,2.7,7.5,0,32.9,15.1,68.8,7.6,32.8,11.7,IN_PROGRESS,SYNTHETIC
T-SYN-0216,EXCAVATION,CAT-349D,2.7,OP1003,EXPERT,BENCH_3_UPPER,520.0,OVERCAST,18.4,13.1,GOOD,8.7,5.7,1,28.0,25.5,75.2,6.1,15.0,6.4,IN_PROGRESS,SYNTHETIC
T-SYN-0278,TRENCHING,CAT-349D,3.6,OP1006,INTERMEDIATE,RAMP_3_SOUTH,995.0,CLEAR,21.8,6.7,EXCELLENT,5.9,7.1,2,33.6,27.3,69.8,6.1,29.0,14.1,IN_PROGRESS,SYNTHETIC
T-SYN-0215,LOADING,CAT-349D,6.2,OP1023,INTERMEDIATE,BENCH_3_UPPER,1591.0,RAIN,17.4,24.0,MODERATE,0.2,7.3,0,25.9,26.6,91.1,6.7,32.6,17.8,COMPLETED,SYNTHETIC
T-SYN-0254,EXCAVATION,CAT-349D,0.7,OP1011,INTERMEDIATE,HAUL_ROAD_EAST,437.0,OVERCAST,17.2,14.5,GOOD,1.8,4.7,1,28.4,25.5,73.1,2.0,9.7,4.9,COMPLETED,SYNTHETIC
T-SYN-0252,GRADING,CAT-D8T,1.5,OP1019,MASTER,STOCKPILE_2,659.0,CLEAR,22.9,7.7,EXCELLENT,3.7,6.2,0,24.4,20.4,73.6,3.1,13.8,4.8,COMPLETED,SYNTHETIC
T-SYN-0262,LOADING,CAT-349D,6.1,OP1006,EXPERT,BENCH_2_WEST,957.0,CLEAR,25.4,7.0,EXCELLENT,5.6,4.0,1,20.0,24.8,87.4,6.4,15.0,7.1,COMPLETED,SYNTHETIC
T-RAW-001,EXCAVATION,CAT-349D,3.5,OP1001,INTERMEDIATE,ZONE_4_NORTH,500.0,CLEAR,24.0,12.0,GOOD,4.0,6.5,1,28.0,24.5,72.0,18.0,172.0,142.5,COMPLETED,SOURCE
T-SYN-0045,TRENCHING,CAT-349D,8.0,OP1007,EXPERT,BENCH_3_UPPER,461.0,MUD,16.7,38.7,POOR,2.2,7.3,2,36.0,27.7,74.7,2.3,17.6,7.2,COMPLETED,SYNTHETIC
T-SYN-0182,TRENCHING,CAT-349D,1.7,OP1007,INTERMEDIATE,BENCH_3_UPPER,497.0,CLEAR,28.5,15.0,EXCELLENT,0.0,3.7,0,34.2,24.6,79.1,5.5,18.6,9.5,COMPLETED,SYNTHETIC
T-SYN-0073,LOADING,CAT-349D,6.7,OP1001,NOVICE,BENCH_2_WEST,693.0,MUD,16.9,45.8,POOR,6.5,6.5,1,37.9,25.8,95.0,5.5,32.9,18.8,IN_PROGRESS,SYNTHETIC
T-SYN-0127,LOADING,CAT-349D,5.0,OP1016,NOVICE,STOCKPILE_2,1542.0,CLEAR,25.1,6.0,EXCELLENT,1.0,17.6,3,26.0,26.5,81.4,30.5,52.4,22.2,COMPLETED,SYNTHETIC
T-SYN-0107,OVERBURDEN,CAT-349D,2.6,OP1015,EXPERT,STOCKPILE_1,937.0,FOG,15.3,18.0,POOR,11.5,6.1,2,27.9,23.3,85.0,4.9,22.3,12.2,COMPLETED,SYNTHETIC
T-SYN-0031,TRENCHING,CAT-349D,0.8,OP1012,INTERMEDIATE,STOCKPILE_2,789.0,CLEAR,26.9,10.7,EXCELLENT,5.3,4.8,0,36.2,23.9,74.5,4.7,28.7,15.4,COMPLETED,SYNTHETIC
T-SYN-0237,EXCAVATION,CAT-349D,2.0,OP1013,INTERMEDIATE,BENCH_2_WEST,768.0,CLEAR,21.9,11.7,EXCELLENT,4.0,5.8,2,32.3,26.4,77.3,4.3,21.2,11.4,COMPLETED,SYNTHETIC
T-SYN-0211,OVERBURDEN,CAT-349D,4.7,OP1014,INTERMEDIATE,HAUL_ROAD_EAST,738.0,OVERCAST,23.6,14.4,GOOD,2.1,7.4,1,25.0,28.0,80.9,2.3,11.5,6.4,COMPLETED,SYNTHETIC
T-SYN-0240,TRENCHING,CAT-349D,3.7,OP1023,INTERMEDIATE,STOCKPILE_1,663.0,CLEAR,27.2,7.2,EXCELLENT,7.9,3.8,0,35.5,27.0,78.2,7.1,24.3,12.4,IN_PROGRESS,SYNTHETIC
T-SYN-0179,TRENCHING,CAT-349D,1.4,OP1016,INTERMEDIATE,STOCKPILE_2,412.0,MUD,12.2,47.4,POOR,11.1,4.0,2,45.8,25.2,88.8,2.5,26.9,14.1,COMPLETED,SYNTHETIC
T-SYN-0010,TRENCHING,CAT-349D,2.5,OP1014,INTERMEDIATE,STOCKPILE_2,484.0,OVERCAST,16.2,18.3,GOOD,8.8,3.9,1,38.0,29.2,79.9,2.6,15.9,9.1,COMPLETED,SYNTHETIC
T-SYN-0264,EXCAVATION,CAT-349D,3.4,OP1012,EXPERT,STOCKPILE_2,554.0,RAIN,18.7,35.6,MODERATE,4.3,4.6,1,32.4,28.6,84.1,3.4,16.5,7.9,COMPLETED,SYNTHETIC
T-RAW-013,LOADING,CAT-349D,4.0,OP1002,EXPERT,STOCKPILE_1,1100.0,OVERCAST,22.0,12.0,GOOD,1.5,4.2,2,23.0,26.5,80.0,14.0,250.0,218.0,COMPLETED,SOURCE
T-RAW-004,GRADING,CAT-D8T,5.0,OP1003,NOVICE,HAUL_ROAD_EAST,400.0,OVERCAST,20.0,16.0,GOOD,6.0,8.0,0,31.0,18.0,65.0,25.0,195.0,135.0,COMPLETED,SOURCE
T-SYN-0082,LOADING,CAT-349D,0.9,OP1021,MASTER,STOCKPILE_1,1280.0,MUD,15.5,35.1,POOR,0.1,3.6,1,21.1,22.4,91.6,1.8,19.9,9.7,COMPLETED,SYNTHETIC
T-SYN-0081,LOADING,CAT-349D,4.7,OP1024,INTERMEDIATE,STOCKPILE_1,989.0,CLEAR,21.1,6.7,EXCELLENT,4.6,17.2,6,23.1,24.5,86.3,42.8,54.8,17.9,COMPLETED,SYNTHETIC
T-SYN-0049,GRADING,CAT-D8T,0.5,OP1013,EXPERT,HAUL_ROAD_EAST,759.0,CLEAR,29.3,13.6,EXCELLENT,2.4,5.9,2,30.1,16.3,73.1,6.5,29.9,10.8,COMPLETED,SYNTHETIC
T-SYN-0214,LOADING,CAT-349D,4.7,OP1011,MASTER,BENCH_2_WEST,607.0,CLEAR,26.7,8.3,EXCELLENT,9.8,4.6,2,22.8,23.7,89.4,3.1,10.5,5.5,COMPLETED,SYNTHETIC
T-RAW-003,LOADING,CAT-349D,4.0,OP1002,EXPERT,STOCKPILE_1,1200.0,CLEAR,26.0,8.0,EXCELLENT,1.5,4.0,2,22.5,27.0,81.0,12.0,265.0,230.0,COMPLETED,SOURCE
T-SYN-0255,EXCAVATION,CAT-349D,1.3,OP1014,EXPERT,BENCH_3_UPPER,611.0,CLEAR,22.6,8.2,EXCELLENT,2.0,7.1,1,25.8,24.5,76.0,6.1,15.3,6.6,IN_PROGRESS,SYNTHETIC
T-SYN-0124,OVERBURDEN,CAT-349D,3.3,OP1019,EXPERT,BENCH_2_WEST,1587.0,OVERCAST,23.4,12.6,GOOD,3.9,12.0,5,22.2,24.4,84.9,30.3,48.1,18.2,COMPLETED,SYNTHETIC
T-SYN-0250,LOADING,CAT-349D,2.5,OP1005,NOVICE,RAMP_3_SOUTH,1053.0,CLEAR,26.8,10.5,EXCELLENT,3.1,18.9,6,26.3,24.1,86.5,48.3,65.1,23.4,COMPLETED,SYNTHETIC
T-SYN-0130,EXCAVATION,CAT-349D,2.8,OP1010,NOVICE,STOCKPILE_1,432.0,CLEAR,28.2,6.8,EXCELLENT,14.5,4.9,0,37.6,23.5,80.2,5.3,19.7,11.2,COMPLETED,SYNTHETIC
T-SYN-0006,LOADING,CAT-349D,3.5,OP1008,EXPERT,BENCH_2_WEST,761.0,CLEAR,21.1,12.2,EXCELLENT,1.6,4.1,1,21.6,25.8,82.9,4.6,12.2,5.8,COMPLETED,SYNTHETIC
T-SYN-0061,EXCAVATION,CAT-349D,2.4,OP1010,NOVICE,ZONE_4_NORTH,500.0,MUD,13.9,47.2,POOR,3.1,4.2,2,44.3,19.4,81.3,4.6,40.6,20.8,COMPLETED,SYNTHETIC
T-SYN-0201,GRADING,CAT-D8T,5.7,OP1019,NOVICE,BENCH_3_UPPER,520.0,RAIN,15.2,33.1,MODERATE,2.2,16.7,4,41.1,17.9,78.1,30.4,62.0,20.1,COMPLETED,SYNTHETIC
T-SYN-0019,EXCAVATION,CAT-349D,7.4,OP1021,NOVICE,BENCH_3_UPPER,621.0,MUD,17.9,51.0,POOR,4.8,4.0,2,45.7,28.6,81.7,5.4,37.6,19.0,COMPLETED,SYNTHETIC
T-SYN-0077,OVERBURDEN,CAT-349D,4.0,OP1021,INTERMEDIATE,RAMP_3_SOUTH,1280.0,CLEAR,22.6,10.9,EXCELLENT,1.1,12.1,4,24.0,26.8,76.9,27.6,42.9,15.6,COMPLETED,SYNTHETIC
T-SYN-0037,TRENCHING,CAT-349D,4.2,OP1013,INTERMEDIATE,ZONE_4_NORTH,603.0,CLEAR,31.0,11.3,EXCELLENT,1.5,11.3,5,33.8,26.3,68.0,23.3,37.9,13.2,COMPLETED,SYNTHETIC
T-SYN-0056,EXCAVATION,CAT-349D,5.6,OP1001,INTERMEDIATE,RAMP_3_SOUTH,439.0,CLEAR,21.2,12.5,EXCELLENT,5.9,13.0,4,30.4,25.9,78.2,25.2,33.9,11.1,COMPLETED,SYNTHETIC
T-SYN-0005,LOADING,CAT-349D,4.7,OP1020,INTERMEDIATE,STOCKPILE_1,1453.0,CLEAR,25.2,7.1,EXCELLENT,5.3,3.7,2,23.9,27.2,84.3,6.3,23.3,12.8,IN_PROGRESS,SYNTHETIC
T-SYN-0149,EXCAVATION,CAT-349D,6.2,OP1007,MASTER,ZONE_4_NORTH,480.0,RAIN,14.4,32.3,MODERATE,3.4,17.5,3,29.8,24.8,85.2,25.8,36.9,11.7,COMPLETED,SYNTHETIC
T-SYN-0219,OVERBURDEN,CAT-349D,5.8,OP1006,MASTER,RAMP_3_SOUTH,1143.0,MUD,16.5,47.2,POOR,0.7,5.6,1,32.3,26.1,87.9,4.6,37.1,17.1,COMPLETED,SYNTHETIC
T-SYN-0021,LOADING,CAT-349D,6.9,OP1005,EXPERT,BENCH_3_UPPER,802.0,OVERCAST,21.1,12.9,GOOD,4.6,6.9,2,23.9,27.4,91.1,2.0,11.3,6.8,COMPLETED,SYNTHETIC
T-SYN-0202,TRENCHING,CAT-349D,2.9,OP1023,EXPERT,STOCKPILE_2,607.0,MUD,13.8,37.3,POOR,2.4,7.0,0,33.4,27.6,80.6,4.3,21.7,9.2,IN_PROGRESS,SYNTHETIC
T-SYN-0153,LOADING,CAT-349D,4.9,OP1015,EXPERT,BENCH_3_UPPER,1206.0,OVERCAST,22.3,16.2,GOOD,6.1,14.0,6,20.1,25.0,86.5,36.3,47.1,15.2,COMPLETED,SYNTHETIC
T-SYN-0261,EXCAVATION,CAT-349D,1.0,OP1006,INTERMEDIATE,ZONE_4_NORTH,560.0,RAIN,17.3,35.7,MODERATE,3.2,20.7,5,38.6,25.4,84.2,39.4,60.6,21.2,COMPLETED,SYNTHETIC
T-SYN-0063,TRENCHING,CAT-349D,1.5,OP1019,NOVICE,HAUL_ROAD_EAST,677.0,CLEAR,31.1,8.2,EXCELLENT,10.5,5.9,0,42.7,23.2,78.4,7.3,36.9,21.7,IN_PROGRESS,SYNTHETIC
T-SYN-0133,TRENCHING,CAT-349D,3.0,OP1015,NOVICE,ZONE_4_NORTH,703.0,CLEAR,29.1,14.9,EXCELLENT,3.8,4.8,0,41.0,27.1,74.8,5.6,29.8,16.9,COMPLETED,SYNTHETIC
T-SYN-0177,TRENCHING,CAT-349D,6.7,OP1009,EXPERT,HAUL_ROAD_EAST,872.0,OVERCAST,18.2,13.7,GOOD,0.1,5.3,2,28.1,26.9,73.9,2.2,16.4,8.4,COMPLETED,SYNTHETIC
T-SYN-0076,TRENCHING,CAT-349D,6.2,OP1009,EXPERT,STOCKPILE_2,738.0,CLEAR,23.2,10.2,EXCELLENT,1.0,3.8,1,26.6,25.4,71.8,2.6,14.0,6.8,COMPLETED,SYNTHETIC
T-SYN-0085,EXCAVATION,CAT-349D,4.4,OP1011,INTERMEDIATE,HAUL_ROAD_EAST,320.0,CLEAR,28.0,8.8,EXCELLENT,3.2,5.6,2,29.0,27.3,69.5,1.9,7.4,3.5,COMPLETED,SYNTHETIC
T-SYN-0213,TRENCHING,CAT-349D,2.2,OP1002,EXPERT,BENCH_3_UPPER,795.0,CLEAR,30.2,13.6,EXCELLENT,3.0,4.1,1,29.0,26.1,74.5,6.0,20.2,9.3,COMPLETED,SYNTHETIC
T-SYN-0129,TRENCHING,CAT-349D,4.3,OP1014,NOVICE,STOCKPILE_1,703.0,MUD,15.0,54.4,POOR,2.9,5.3,0,46.3,26.4,84.4,9.1,49.7,25.2,IN_PROGRESS,SYNTHETIC
T-SYN-0239,TRENCHING,CAT-349D,4.0,OP1002,INTERMEDIATE,STOCKPILE_2,810.0,RAIN,14.2,35.1,MODERATE,2.1,6.1,0,39.0,23.7,80.2,4.5,38.0,19.5,COMPLETED,SYNTHETIC
T-SYN-0115,EXCAVATION,CAT-349D,3.7,OP1013,EXPERT,BENCH_3_UPPER,384.0,CLEAR,26.8,6.5,EXCELLENT,4.5,4.8,1,25.2,26.2,69.7,5.9,11.1,4.0,COMPLETED,SYNTHETIC
T-SYN-0280,OVERBURDEN,CAT-349D,1.3,OP1001,INTERMEDIATE,STOCKPILE_1,619.0,OVERCAST,20.0,18.6,GOOD,3.0,6.0,2,27.4,25.2,79.3,2.8,13.0,7.1,IN_PROGRESS,SYNTHETIC
T-SYN-0070,OVERBURDEN,CAT-349D,7.9,OP1023,NOVICE,ZONE_4_NORTH,712.0,RAIN,15.6,36.4,MODERATE,1.7,4.2,0,34.8,26.0,87.3,6.1,27.5,15.3,IN_PROGRESS,SYNTHETIC
T-SYN-0051,EXCAVATION,CAT-349D,5.7,OP1020,NOVICE,STOCKPILE_2,363.0,FOG,10.0,15.2,POOR,6.8,7.0,1,35.8,25.7,77.1,5.0,15.1,7.8,COMPLETED,SYNTHETIC
T-SYN-0186,LOADING,CAT-349D,2.6,OP1018,NOVICE,HAUL_ROAD_EAST,760.0,CLEAR,22.9,5.6,EXCELLENT,3.0,6.7,2,27.6,27.4,83.8,4.5,16.2,9.5,COMPLETED,SYNTHETIC
T-SYN-0170,LOADING,CAT-349D,6.6,OP1017,INTERMEDIATE,STOCKPILE_1,993.0,CLEAR,28.9,12.8,EXCELLENT,0.9,3.5,2,24.1,28.6,82.4,4.2,15.4,8.3,IN_PROGRESS,SYNTHETIC
T-SYN-0035,EXCAVATION,CAT-349D,6.2,OP1012,INTERMEDIATE,STOCKPILE_2,416.0,CLEAR,22.2,14.1,EXCELLENT,0.2,5.5,2,25.5,24.6,69.2,5.7,11.8,4.7,COMPLETED,SYNTHETIC
T-SYN-0279,LOADING,CAT-349D,2.3,OP1011,EXPERT,RAMP_3_SOUTH,1464.0,OVERCAST,21.1,17.9,GOOD,2.0,6.6,0,23.3,25.3,85.3,6.3,23.8,12.6,COMPLETED,SYNTHETIC
T-SYN-0043,TRENCHING,CAT-349D,1.5,OP1002,INTERMEDIATE,ZONE_4_NORTH,606.0,CLEAR,20.2,9.5,EXCELLENT,7.6,7.3,2,33.9,25.4,75.7,3.4,18.6,10.0,COMPLETED,SYNTHETIC
T-SYN-0119,LOADING,CAT-349D,0.7,OP1003,EXPERT,BENCH_2_WEST,1403.0,OVERCAST,19.6,14.4,GOOD,0.1,3.5,1,21.5,25.3,84.0,2.9,17.1,9.6,COMPLETED,SYNTHETIC
T-SYN-0230,TRENCHING,CAT-349D,7.6,OP1009,EXPERT,STOCKPILE_1,851.0,CLEAR,27.2,5.9,EXCELLENT,6.5,4.7,1,29.4,22.7,76.1,5.5,23.5,11.5,COMPLETED,SYNTHETIC
T-SYN-0267,EXCAVATION,CAT-349D,7.2,OP1022,NOVICE,RAMP_3_SOUTH,333.0,CLEAR,31.9,11.0,EXCELLENT,0.1,17.5,5,33.8,23.0,67.3,37.2,46.4,13.7,COMPLETED,SYNTHETIC
T-SYN-0131,EXCAVATION,CAT-349D,7.3,OP1018,INTERMEDIATE,ZONE_4_NORTH,365.0,OVERCAST,17.0,12.4,GOOD,7.0,7.2,0,30.8,24.0,74.7,3.3,11.3,5.5,COMPLETED,SYNTHETIC
T-SYN-0247,EXCAVATION,CAT-349D,5.7,OP1023,INTERMEDIATE,STOCKPILE_1,372.0,CLEAR,26.0,6.6,EXCELLENT,2.5,4.1,2,30.4,26.6,76.1,1.8,9.0,4.8,COMPLETED,SYNTHETIC
T-SYN-0099,OVERBURDEN,CAT-349D,7.2,OP1004,INTERMEDIATE,STOCKPILE_1,1157.0,CLEAR,27.3,14.4,EXCELLENT,1.1,4.2,0,24.5,25.0,77.3,6.4,21.8,11.0,COMPLETED,SYNTHETIC
T-SYN-0011,OVERBURDEN,CAT-349D,2.2,OP1004,NOVICE,STOCKPILE_2,1553.0,CLEAR,30.0,13.1,EXCELLENT,2.7,5.6,2,29.3,26.8,78.0,5.9,33.5,20.0,IN_PROGRESS,SYNTHETIC
T-SYN-0140,LOADING,CAT-349D,2.7,OP1012,NOVICE,STOCKPILE_1,1227.0,CLEAR,24.6,7.0,EXCELLENT,1.4,4.9,2,25.6,26.2,83.7,7.5,24.6,14.0,COMPLETED,SYNTHETIC
T-SYN-0227,GRADING,CAT-D8T,4.5,OP1018,INTERMEDIATE,ZONE_4_NORTH,475.0,RAIN,15.1,24.7,MODERATE,1.4,4.5,1,35.4,15.9,74.8,3.7,27.8,9.8,COMPLETED,SYNTHETIC
T-SYN-0183,LOADING,CAT-349D,2.1,OP1018,INTERMEDIATE,RAMP_3_SOUTH,845.0,RAIN,16.8,28.5,MODERATE,0.2,21.9,6,25.9,24.5,88.7,50.4,65.3,20.5,COMPLETED,SYNTHETIC
T-SYN-0028,EXCAVATION,CAT-349D,1.4,OP1013,INTERMEDIATE,BENCH_3_UPPER,397.0,OVERCAST,22.8,11.6,GOOD,3.9,6.3,1,28.1,26.7,73.0,1.7,8.2,4.2,COMPLETED,SYNTHETIC
T-SYN-0173,GRADING,CAT-D8T,7.9,OP1008,NOVICE,BENCH_3_UPPER,624.0,MUD,12.3,50.1,POOR,5.2,4.5,1,49.3,16.0,84.6,8.0,75.4,29.6,COMPLETED,SYNTHETIC
T-SYN-0125,TRENCHING,CAT-349D,3.0,OP1018,EXPERT,STOCKPILE_2,470.0,RAIN,16.7,37.3,MODERATE,9.7,5.5,0,39.0,24.7,87.2,3.4,22.1,11.3,COMPLETED,SYNTHETIC
T-SYN-0039,LOADING,CAT-349D,7.8,OP1004,MASTER,STOCKPILE_1,641.0,RAIN,18.5,28.9,MODERATE,2.0,5.5,2,24.0,22.8,90.6,5.5,15.9,7.1,COMPLETED,SYNTHETIC
T-RAW-008,LOADING,CAT-349D,2.0,OP1002,EXPERT,STOCKPILE_2,1400.0,CLEAR,27.0,7.0,EXCELLENT,1.0,3.8,1,21.5,28.0,84.0,10.0,290.0,255.0,COMPLETED,SOURCE
T-SYN-0008,TRENCHING,CAT-349D,4.8,OP1012,NOVICE,BENCH_3_UPPER,750.0,RAIN,18.3,30.0,MODERATE,0.6,3.8,2,43.4,28.4,78.6,4.5,36.6,19.8,IN_PROGRESS,SYNTHETIC
T-SYN-0236,LOADING,CAT-349D,7.5,OP1013,MASTER,ZONE_4_NORTH,623.0,CLEAR,28.4,7.2,EXCELLENT,1.1,17.2,3,17.4,26.8,83.7,22.9,26.8,7.5,COMPLETED,SYNTHETIC
T-SYN-0134,GRADING,CAT-D8T,6.5,OP1002,INTERMEDIATE,RAMP_3_SOUTH,628.0,CLEAR,31.9,12.7,EXCELLENT,0.5,19.5,5,33.0,16.1,67.2,39.3,62.9,18.0,COMPLETED,SYNTHETIC
T-SYN-0041,EXCAVATION,CAT-349D,5.2,OP1011,EXPERT,ZONE_4_NORTH,748.0,OVERCAST,21.4,10.3,GOOD,9.1,4.5,1,31.2,30.6,78.4,4.8,18.0,8.9,COMPLETED,SYNTHETIC
T-SYN-0065,OVERBURDEN,CAT-349D,3.6,OP1010,EXPERT,STOCKPILE_1,1267.0,OVERCAST,19.5,11.3,GOOD,2.8,6.2,0,20.9,28.6,77.4,6.0,16.8,7.6,COMPLETED,SYNTHETIC
T-SYN-0096,EXCAVATION,CAT-349D,4.6,OP1004,EXPERT,ZONE_4_NORTH,524.0,OVERCAST,22.3,17.5,GOOD,5.2,4.5,1,29.4,25.6,79.7,2.8,12.6,6.5,IN_PROGRESS,SYNTHETIC
T-SYN-0266,GRADING,CAT-D8T,6.4,OP1013,EXPERT,RAMP_3_SOUTH,321.0,OVERCAST,22.5,18.6,GOOD,2.8,6.9,2,31.6,18.1,69.3,4.7,14.5,4.8,IN_PROGRESS,SYNTHETIC
T-SYN-0184,TRENCHING,CAT-349D,6.5,OP1016,MASTER,RAMP_3_SOUTH,711.0,CLEAR,29.3,6.5,EXCELLENT,7.3,4.1,1,27.7,24.8,71.8,4.6,16.8,7.4,COMPLETED,SYNTHETIC
T-SYN-0113,LOADING,CAT-349D,5.6,OP1019,NOVICE,STOCKPILE_2,1343.0,OVERCAST,16.7,12.2,GOOD,3.8,6.8,1,28.3,23.7,90.0,6.6,31.8,21.1,COMPLETED,SYNTHETIC
T-SYN-0116,LOADING,CAT-349D,6.2,OP1009,EXPERT,RAMP_3_SOUTH,1182.0,CLEAR,23.4,7.5,EXCELLENT,1.1,7.5,0,18.8,22.2,84.1,2.7,13.2,7.2,COMPLETED,SYNTHETIC
T-SYN-0145,EXCAVATION,CAT-349D,1.0,OP1018,INTERMEDIATE,ZONE_4_NORTH,587.0,CLEAR,31.8,7.1,EXCELLENT,0.9,5.8,0,29.3,26.5,73.0,5.3,15.9,7.4,IN_PROGRESS,SYNTHETIC
T-SYN-0152,LOADING,CAT-349D,2.9,OP1005,EXPERT,RAMP_3_SOUTH,1598.0,OVERCAST,21.3,14.4,GOOD,3.6,13.2,5,20.7,23.9,85.1,29.3,45.2,16.8,COMPLETED,SYNTHETIC
